v38: 3,0.949288, 26,0.690348, 7,0.676608, 23,0.742693, 11,0.444982
v39: 29,0.817333, 1,0.907946, 3,0.856402, 4,0.549868, 13,0.626177
v40: 18,0.164919, 17,0.789066, 1,0.827062, 11,0.433241, 26,0.474845
v41: 2,0.714582, 22,0.986855, 32,0.074658, 10,0.777287, 4,0.859717
v42: 11,0.262871, 8,0.076374, 34,0.612840, 28,0.001730, 6,0.068020
v43: 14,0.208934, 8,0.550034, 0,0.417429, 19,0.722447, 12,0.160411
v44: 24,0.020662, 26,0.270162, 34,0.611771, 30,0.035821, 1,0.051532
v45: 24,0.099910, 30,0.194545, 1,0.725147, 7,0.553720, 4,0.374169
v46: 27,0.652343, 7,0.933483, 20,0.052872, 14,0.623317, 16,0.085051
v47: 3,0.459023, 7,0.805931, 20,0.280743, 22,0.448207, 17,0.022907
v48: 0,0.996306, 1,0.918821, 3,0.619272, 30,0.102304, 4,0.430692
v49: 22,0.647770, 29,0.075657, 12,0.567400, 10,0.296603, 44,0.006315
v50: 8,0.129293, 3,0.019208, 11,0.837098, 30,0.106345, 35,0.336514
v51: 5,0.791182, 1,0.389106, 43,0.700340, 27,0.608234, 37,0.582776
v52: 5,0.717751, 14,0.247435, 3,0.632788, 47,0.275077, 20,0.218942
v53: 33,0.758917, 11,0.115194, 30,0.069360, 8,0.730086, 43,0.557657
v54: 22,0.536972, 8,0.883419, 47,0.630021, 13,0.756281, 30,0.810736
v55: 39,0.042167, 50,0.693961, 5,0.394199, 11,0.294593, 20,0.227392
v56: 5,0.774155, 21,0.224402, 6,0.521711, 16,0.398984, 1,0.729955
v57: 5,0.345815, 12,0.116513, 23,0.240893, 28,0.681637, 36,0.276247
v58: 9,0.879251, 47,0.575000, 4,0.020867, 2,0.719759, 42,0.996500
v59: 4,0.171264, 22,0.435579, 47,0.784076, 9,0.959267, 27,0.392458
v60: 26,0.039515, 17,0.133784, 3,0.501316, 31,0.610170, 0,0.129523
v61: 17,0.895061, 59,0.295920, 26,0.530055, 24,0.641346, 3,0.110165
v62: 1,0.546951, 3,0.605628, 61,0.781968, 5,0.541839, 31,0.680608
v63: 4,0.981270, 1,0.202728, 58,0.243432, 3,0.365239, 19,0.564440
v64: 52,0.541940, 39,0.378836, 35,0.102843, 48,0.490380, 5,0.818258
v65: 5,0.462550, 10,0.080363, 17,0.659123, 4,0.876020, 33,0.271353
v66: 10,0.632485, 11,0.167048, 3,0.582292, 50,0.588885, 61,0.392242
v67: 8,0.409285, 4,0.856905, 65,0.995037, 11,0.581078, 61,0.177518
v68: 6,0.552320, 17,0.838868, 14,0.846595, 0,0.720685, 20,0.549155
v69: 10,0.642316, 58,0.399109, 66,0.830036, 43,0.406659, 5,0.715039
v70: 3,0.665392, 0,0.245521, 36,0.470551, 7,0.549299, 16,0.059936
v71: 38,0.342631, 5,0.603299, 15,0.642961, 28,0.244047, 22,0.690763
v72: 51,0.656782, 3,0.533645, 35,0.964136, 16,0.238342, 66,0.818882
v73: 1,0.956545, 7,0.655132, 44,0.810993, 18,0.364060, 5,0.754405
v74: 3,0.276432, 48,0.987744, 23,0.016770, 59,0.853948, 20,0.296457
v75: 18,0.553390, 32,0.818808, 30,0.710337, 14,0.630051, 4,0.264330
v76: 35,0.586253, 5,0.161657, 73,0.967274, 14,0.979415, 61,0.030174
v77: 26,0.128653, 0,0.277251, 18,0.750587, 3,0.111051, 28,0.436345
v78: 61,0.643747, 7,0.461258, 9,0.365068, 13,0.702931, 75,0.169688
v79: 66,0.938514, 63,0.607009, 72,0.001969, 7,0.084716, 1,0.821791
v80: 65,0.847123, 47,0.590035, 14,0.720635, 0,0.707773, 17,0.540864
v81: 66,0.293341, 11,0.188953, 4,0.732034, 13,0.288754, 44,0.086881
v82: 12,0.215269, 31,0.031145, 15,0.454827, 1,0.285593, 17,0.966136
v83: 10,0.842800, 4,0.933647, 9,0.797509, 30,0.741778, 43,0.071097
v84: 33,0.932438, 40,0.481186, 30,0.296756, 1,0.571712, 52,0.769330
v85: 30,0.132165, 10,0.305191, 1,0.346329, 28,0.749241, 80,0.498886
v86: 18,0.775783, 11,0.589912, 77,0.657901, 22,0.345254, 0,0.690935
v87: 69,0.547271, 25,0.990326, 4,0.410967, 29,0.115615, 76,0.144374
v88: 0,0.495954, 81,0.502105, 10,0.880280, 4,0.867738, 18,0.077584
v89: 30,0.948205, 7,0.478191, 9,0.955154, 8,0.267812, 26,0.121743
v90: 49,0.136693, 3,0.407381, 60,0.858356, 24,0.382097, 76,0.907386
v91: 7,0.428742, 10,0.867195, 5,0.943851, 16,0.298703, 80,0.309345
v92: 9,0.153293, 46,0.394459, 4,0.679176, 67,0.905519, 26,0.055019
v93: 22,0.705110, 47,0.776661, 15,0.341859, 73,0.629386, 12,0.083876
v94: 9,0.700548, 4,0.111371, 76,0.817513, 77,0.949203, 11,0.257034
v95: 20,0.977625, 15,0.939592, 3,0.718472, 91,0.358240, 77,0.941522
v96: 72,0.152433, 48,0.944485, 89,0.961709, 16,0.442649, 26,0.602096
v97: 93,0.432098, 54,0.270719, 3,0.973095, 33,0.804202, 19,0.223148
v98: 91,0.447607, 7,0.939162, 95,0.500853, 40,0.842334, 26,0.112497
v99: 81,0.745071, 92,0.408333, 1,0.858812, 0,0.050773, 87,0.340635
v100: 13,0.059300, 74,0.657610, 15,0.454196, 11,0.676386, 46,0.023587
v101: 67,0.424981, 1,0.657015, 79,0.447956, 59,0.799649, 24,0.706606
v102: 69,0.930463, 0,0.293733, 16,0.778419, 5,0.893525, 49,0.479013
v103: 33,0.776005, 12,0.320179, 18,0.250788, 25,0.998762, 17,0.186014
v104: 1,0.330105, 97,0.069387, 44,0.192304, 15,0.047887, 28,0.831695
v105: 4,0.301561, 5,0.330295, 14,0.266866, 85,0.218725, 92,0.113480
v106: 91,0.260393, 9,0.421940, 88,0.543788, 2,0.438910, 65,0.756531
v107: 97,0.018677, 90,0.912415, 37,0.962703, 1,0.141429, 74,0.992995
v108: 107,0.261431, 73,0.876598, 1,0.985803, 40,0.385866, 68,0.250802
v109: 33,0.223942, 67,0.791254, 15,0.606435, 98,0.350983, 90,0.971258
v110: 9,0.941596, 43,0.399393, 39,0.597194, 64,0.046484, 93,0.250868
v111: 27,0.340499, 79,0.761337, 37,0.795331, 6,0.130704, 53,0.741951
v112: 15,0.972872, 13,0.066610, 30,0.510891, 61,0.547519, 25,0.147560
v113: 16,0.047886, 8,0.817475, 90,0.297400, 11,0.395425, 111,0.899576
v114: 0,0.180655, 76,0.264639, 6,0.780325, 67,0.924749, 11,0.262218
v115: 9,0.101918, 64,0.933256, 40,0.239129, 111,0.048381, 5,0.145178
v116: 48,0.001638, 101,0.527743, 24,0.783000, 30,0.888994, 38,0.319565
v117: 16,0.933520, 13,0.678786, 90,0.357924, 6,0.620694, 39,0.003324
v118: 30,0.865743, 22,0.541670, 5,0.841389, 24,0.228638, 32,0.726363
v119: 11,0.983174, 81,0.197919, 22,0.426661, 17,0.884248, 61,0.552310
v120: 1,0.669920, 52,0.340362, 9,0.468595, 87,0.668757, 3,0.795962
v121: 88,0.727154, 18,0.277905, 9,0.754016, 5,0.743526, 22,0.449847
v122: 7,0.586174, 112,0.829327, 5,0.500372, 17,0.751786, 74,0.266316
v123: 118,0.965225, 85,0.541207, 24,0.063301, 2,0.897110, 4,0.733401
v124: 84,0.263914, 0,0.601595, 8,0.999553, 96,0.486271, 7,0.751880
v125: 8,0.843611, 5,0.564896, 58,0.215421, 92,0.576288, 12,0.675069
v126: 20,0.891976, 3,0.447687, 44,0.281173, 11,0.680000, 50,0.753747
v127: 8,0.226569, 29,0.941572, 14,0.996891, 12,0.740288, 68,0.020368
v128: 78,0.333233, 68,0.654246, 1,0.909344, 54,0.337764, 3,0.797180
v129: 92,0.207095, 10,0.651927, 35,0.938267, 53,0.446292, 7,0.830734
v130: 9,0.138488, 86,0.569457, 6,0.866232, 35,0.755726, 117,0.485406
v131: 12,0.216074, 128,0.551221, 65,0.378458, 20,0.746501, 68,0.444984
v132: 24,0.843731, 19,0.584906, 72,0.513154, 40,0.576763, 118,0.650069
v133: 72,0.714254, 14,0.470556, 126,0.637752, 49,0.700017, 81,0.193983
v134: 91,0.267090, 16,0.978278, 2,0.920770, 123,0.389016, 46,0.185812
v135: 44,0.941623, 48,0.863246, 13,0.578822, 4,0.262720, 17,0.526887
v136: 4,0.389126, 93,0.034393, 23,0.035645, 56,0.084743, 25,0.281332
v137: 1,0.351429, 40,0.467738, 81,0.280431, 104,0.201652, 10,0.167407
v138: 1,0.612072, 16,0.088533, 40,0.979095, 54,0.651525, 135,0.178365
v139: 110,0.786388, 78,0.823373, 94,0.425441, 0,0.392418, 76,0.372388
v140: 32,0.721185, 4,0.948046, 90,0.814275, 2,0.517439, 12,0.595060
v141: 69,0.165789, 95,0.422725, 34,0.736417, 27,0.953022, 32,0.446364
v142: 113,0.034656, 104,0.464900, 22,0.580565, 26,0.557375, 97,0.807090
v143: 1,0.758080, 50,0.042341, 115,0.631753, 112,0.865272, 49,0.619991
v144: 11,0.186062, 9,0.144830, 135,0.153133, 65,0.706344, 74,0.526620
v145: 61,0.901110, 28,0.952857, 0,0.674843, 77,0.083892, 23,0.974573
v146: 115,0.643948, 17,0.826660, 30,0.666272, 8,0.036318, 95,0.395616
v147: 95,0.112739, 68,0.808804, 38,0.563298, 118,0.343887, 4,0.710672
v148: 135,0.269920, 107,0.551372, 48,0.915955, 22,0.454324, 12,0.824967
v149: 28,0.224104, 10,0.509689, 133,0.336382, 94,0.570410, 36,0.884031
v150: 33,0.912140, 67,0.340050, 9,0.215324, 24,0.953835, 86,0.102361
v151: 5,0.375053, 11,0.523439, 8,0.436254, 92,0.126919, 22,0.122538
v152: 33,0.497574, 20,0.720863, 12,0.551405, 28,0.458612, 11,0.889941
v153: 110,0.231192, 5,0.648301, 81,0.991629, 135,0.309484, 106,0.502965
v154: 133,0.326905, 105,0.287032, 72,0.141376, 20,0.098871, 67,0.726825
v155: 76,0.746564, 69,0.501481, 7,0.392828, 11,0.258560, 5,0.611762
v156: 91,0.891675, 17,0.388550, 1,0.361086, 44,0.776416, 40,0.218169
v157: 91,0.763426, 15,0.906427, 12,0.321988, 2,0.652281, 72,0.879115
v158: 60,0.282054, 145,0.474311, 66,0.739279, 11,0.056799, 13,0.624349
v159: 36,0.430047, 135,0.793551, 5,0.211113, 8,0.169365, 16,0.518941
v160: 60,0.845627, 125,0.450876, 5,0.875962, 2,0.296297, 6,0.865611
v161: 96,0.322377, 141,0.196957, 11,0.249845, 1,0.143054, 33,0.308730
v162: 67,0.817289, 12,0.173019, 103,0.931944, 112,0.187692, 40,0.544189
v163: 159,0.190257, 81,0.645633, 11,0.149421, 132,0.320868, 30,0.825151
v164: 28,0.312882, 13,0.607771, 23,0.799655, 66,0.807425, 22,0.400250
v165: 3,0.001494, 20,0.109419, 6,0.001078, 12,0.111252, 156,0.804751
v166: 21,0.455462, 88,0.947088, 5,0.712647, 13,0.459776, 69,0.451810
v167: 7,0.564976, 35,0.550231, 6,0.740669, 5,0.429586, 47,0.047926
v168: 115,0.498330, 85,0.427279, 28,0.280429, 20,0.167803, 146,0.266473
v169: 161,0.619053, 83,0.426713, 138,0.760793, 95,0.653044, 5,0.710400
v170: 11,0.696488, 149,0.866417, 113,0.878666, 1,0.745933, 14,0.896579
v171: 27,0.796063, 20,0.423668, 104,0.592703, 29,0.564103, 103,0.873973
v172: 103,0.871134, 77,0.150035, 16,0.643739, 12,0.326183, 56,0.154383
v173: 68,0.710676, 126,0.327061, 29,0.908764, 33,0.590412, 39,0.058937
v174: 120,0.558568, 36,0.845123, 12,0.982432, 11,0.727680, 155,0.113469
v175: 76,0.076864, 131,0.860808, 77,0.598982, 22,0.093316, 3,0.364814
v176: 12,0.425758, 122,0.716165, 113,0.585092, 8,0.640712, 30,0.444585
v177: 176,0.137714, 132,0.562673, 7,0.848436, 71,0.669874, 30,0.575460
v178: 136,0.754408, 36,0.338197, 90,0.083968, 49,0.253973, 1,0.520789
v179: 176,0.895495, 78,0.579288, 48,0.094919, 7,0.310682, 90,0.637286
v180: 35,0.860664, 61,0.184649, 12,0.395665, 153,0.945786, 36,0.822511
v181: 90,0.949397, 49,0.522579, 9,0.988190, 81,0.504672, 119,0.027367
v182: 64,0.955283, 110,0.443058, 116,0.471504, 8,0.568734, 71,0.707748
v183: 163,0.118787, 94,0.460427, 10,0.393927, 117,0.730419, 168,0.151640
v184: 91,0.617963, 75,0.099117, 109,0.856964, 89,0.999661, 77,0.297715
v185: 1,0.699097, 7,0.717854, 131,0.972531, 94,0.323589, 5,0.555801
v186: 9,0.339671, 3,0.846154, 120,0.318004, 14,0.690710, 25,0.769843
v187: 57,0.750728, 75,0.479788, 1,0.794842, 151,0.906168, 126,0.968836
v188: 24,0.229911, 92,0.109225, 102,0.740276, 109,0.812586, 185,0.136496
v189: 8,0.088547, 186,0.206991, 17,0.900378, 49,0.649742, 128,0.219579
v190: 1,0.472559, 33,0.297988, 153,0.284598, 120,0.234078, 8,0.153226
v191: 172,0.270483, 44,0.011269, 11,0.402777, 19,0.474973, 48,0.871076
v192: 60,0.172076, 47,0.076346, 10,0.151937, 14,0.609848, 48,0.714990
v193: 3,0.844015, 90,0.354655, 43,0.691987, 12,0.217953, 49,0.138369
v194: 158,0.576026, 3,0.270827, 94,0.790926, 66,0.086254, 9,0.671334
v195: 5,0.113749, 18,0.785396, 22,0.151062, 10,0.895342, 102,0.020284
v196: 120,0.921255, 52,0.527274, 48,0.886350, 144,0.891513, 139,0.661577
v197: 138,0.123412, 60,0.191582, 4,0.918102, 1,0.543826, 2,0.081298
v198: 65,0.378182, 168,0.103523, 167,0.915244, 100,0.497549, 7,0.311443
v199: 34,0.415094, 110,0.477392, 18,0.525589, 57,0.578702, 35,0.236386
v200: 153,0.946621, 94,0.859551, 3,0.470086, 159,0.737439, 103,0.142852
v201: 37,0.912704, 6,0.808720, 22,0.156007, 128,0.008050, 114,0.295267
v202: 80,0.555099, 34,0.543344, 5,0.988825, 67,0.173704, 1,0.444768
v203: 4,0.220185, 109,0.641298, 151,0.293820, 197,0.234883, 72,0.681285
v204: 87,0.362658, 2,0.189606, 3,0.704760, 8,0.898486, 24,0.860705
v205: 53,0.873229, 145,0.353342, 175,0.613243, 43,0.778418, 19,0.876479
v206: 134,0.989711, 26,0.067614, 158,0.380192, 19,0.883745, 111,0.105654
v207: 16,0.722839, 1,0.762751, 110,0.561815, 167,0.431176, 63,0.780362
v208: 16,0.542837, 3,0.459037, 144,0.032238, 77,0.827425, 96,0.531704
v209: 101,0.350122, 19,0.493743, 199,0.342653, 131,0.961394, 43,0.154457
v210: 26,0.965564, 196,0.227549, 31,0.421730, 40,0.011215, 3,0.490551
v211: 142,0.693463, 58,0.025931, 16,0.829999, 65,0.792688, 6,0.707097
v212: 155,0.183471, 107,0.601322, 7,0.413543, 73,0.420090, 4,0.456838
v213: 53,0.084458, 28,0.479557, 68,0.919967, 80,0.889570, 40,0.995791
v214: 205,0.256345, 185,0.386146, 15,0.952329, 167,0.787875, 61,0.820851
v215: 80,0.041535, 4,0.080746, 5,0.104302, 110,0.006850, 6,0.121893
v216: 53,0.647776, 83,0.175169, 118,0.070377, 55,0.818275, 163,0.742742
v217: 67,0.264716, 30,0.085263, 135,0.009393, 10,0.871220, 181,0.590314
v218: 17,0.411353, 27,0.618021, 69,0.079510, 49,0.332609, 60,0.167161
v219: 5,0.482441, 195,0.385393, 25,0.297207, 13,0.157515, 58,0.348941
v220: 15,0.657967, 155,0.449359, 11,0.384397, 202,0.568100, 8,0.057687
v221: 147,0.548985, 32,0.782826, 33,0.963607, 12,0.335886, 14,0.242558
v222: 44,0.680575, 77,0.423320, 61,0.742273, 164,0.384408, 3,0.738684
v223: 12,0.055318, 9,0.722587, 90,0.521102, 3,0.158313, 47,0.770312
v224: 61,0.627014, 26,0.215944, 43,0.367782, 199,0.308633, 24,0.195689
v225: 72,0.937929, 159,0.776001, 82,0.256308, 74,0.770899, 15,0.503727
v226: 100,0.142287, 36,0.416680, 11,0.143468, 157,0.261191, 150,0.832932
v227: 163,0.093727, 85,0.272837, 135,0.569841, 4,0.309854, 112,0.710536
v228: 213,0.970486, 148,0.959989, 7,0.538662, 44,0.293664, 172,0.614012
v229: 12,0.701405, 166,0.519177, 152,0.809378, 62,0.210597, 13,0.503046
v230: 15,0.700761, 9,0.693438, 90,0.610844, 215,0.460329, 7,0.753215
v231: 21,0.280050, 90,0.807501, 202,0.662956, 5,0.308233, 25,0.472102
v232: 32,0.613362, 16,0.777336, 9,0.679873, 3,0.633842, 132,0.980508
v233: 8,0.394765, 229,0.811607, 226,0.676992, 216,0.202445, 218,0.499173
v234: 114,0.604982, 230,0.929784, 3,0.877119, 58,0.739957, 175,0.452642
v235: 23,0.561522, 150,0.494404, 16,0.453592, 121,0.528465, 89,0.918271
v236: 127,0.384853, 5,0.219159, 205,0.399376, 160,0.311962, 98,0.151795
v237: 16,0.214901, 222,0.836441, 133,0.059370, 178,0.827785, 49,0.589666
v238: 229,0.517345, 11,0.015362, 0,0.184017, 28,0.777677, 7,0.417839
v239: 44,0.615521, 61,0.067318, 0,0.408186, 71,0.373854, 236,0.356122
v240: 10,0.339180, 22,0.597263, 161,0.199292, 146,0.503986, 56,0.493247
v241: 98,0.008469, 150,0.343867, 163,0.380932, 177,0.319830, 127,0.387938
v242: 49,0.068597, 82,0.905077, 3,0.636529, 26,0.140333, 39,0.581438
v243: 196,0.220211, 93,0.089318, 181,0.174502, 1,0.861552, 229,0.108087
v244: 10,0.623163, 76,0.508227, 117,0.773815, 13,0.509204, 24,0.183457
v245: 138,0.368057, 96,0.929768, 164,0.603462, 109,0.389657, 240,0.956947
v246: 171,0.401009, 7,0.755181, 28,0.326683, 143,0.566415, 20,0.734581
v247: 12,0.106726, 102,0.747359, 91,0.865734, 113,0.399097, 191,0.617503
v248: 8,0.366484, 35,0.496910, 16,0.562410, 2,0.418422, 12,0.414887
v249: 14,0.005701, 1,0.809685, 13,0.369434, 21,0.083017, 30,0.260545
v250: 38,0.973047, 152,0.995824, 81,0.816548, 130,0.729483, 168,0.425686
v251: 12,0.505668, 152,0.766938, 65,0.921133, 76,0.487330, 10,0.561871
v252: 69,0.364283, 9,0.504691, 31,0.342981, 90,0.479666, 11,0.738886
v253: 13,0.455374, 181,0.473117, 146,0.674855, 30,0.287026, 0,0.037864
v254: 24,0.380085, 56,0.090834, 123,0.639919, 181,0.121999, 128,0.438630
v255: 23,0.046466, 251,0.947017, 2,0.517412, 75,0.140308, 44,0.162609
v256: 50,0.975479, 63,0.870501, 178,0.512692, 16,0.822842, 61,0.507231
v257: 73,0.030527, 210,0.062904, 171,0.226657, 4,0.418877, 226,0.069781
v258: 26,0.800906, 219,0.819270, 17,0.476967, 45,0.390257, 206,0.051100
v259: 87,0.841720, 71,0.786746, 22,0.838133, 44,0.504074, 61,0.972658
v260: 12,0.465024, 3,0.662317, 106,0.556719, 67,0.777951, 254,0.023970
v261: 14,0.865355, 76,0.023642, 211,0.356828, 240,0.203760, 1,0.595643
v262: 2,0.977607, 53,0.637729, 114,0.305983, 141,0.660963, 176,0.805933
v263: 27,0.320086, 17,0.688668, 4,0.450862, 220,0.630519, 67,0.139723
v264: 106,0.327102, 16,0.595590, 205,0.083624, 160,0.470802, 148,0.776845
v265: 139,0.432344, 75,0.402705, 41,0.269109, 44,0.923292, 249,0.770848
v266: 243,0.639970, 1,0.974299, 251,0.035296, 6,0.221658, 82,0.405034
v267: 194,0.402333, 88,0.014659, 14,0.368360, 213,0.022010, 8,0.928393
v268: 28,0.503753, 17,0.582583, 105,0.469566, 36,0.987684, 90,0.000312
v269: 120,0.252175, 16,0.299632, 107,0.908856, 170,0.141082, 5,0.167053
v270: 133,0.663475, 157,0.030362, 181,0.286249, 107,0.987104, 130,0.251458
v271: 234,0.258676, 219,0.574882, 27,0.041227, 74,0.893938, 17,0.408277
v272: 102,0.913645, 17,0.626712, 28,0.152690, 12,0.258818, 210,0.956650
v273: 118,0.410141, 90,0.239220, 93,0.568325, 145,0.835937, 17,0.600051
v274: 10,0.052564, 40,0.442644, 181,0.514652, 67,0.760391, 21,0.892454
v275: 5,0.475171, 145,0.195858, 12,0.792159, 206,0.818111, 27,0.983681
v276: 186,0.722111, 3,0.518608, 14,0.243786, 235,0.305946, 151,0.032521
v277: 63,0.584621, 176,0.723925, 3,0.000375, 30,0.307232, 103,0.645776
v278: 20,0.551130, 4,0.848066, 10,0.452794, 1,0.113466, 28,0.020984
v279: 1,0.681001, 146,0.576982, 71,0.331374, 221,0.406739, 277,0.057168
v280: 25,0.817605, 9,0.491014, 222,0.464374, 133,0.737308, 100,0.932881
v281: 23,0.929777, 24,0.755865, 122,0.825005, 44,0.859386, 12,0.695028
v282: 271,0.331595, 175,0.118919, 80,0.666226, 65,0.267213, 16,0.045637
v283: 256,0.022122, 67,0.801689, 111,0.994110, 25,0.005687, 158,0.589192
v284: 245,0.555329, 9,0.414274, 169,0.710378, 216,0.321667, 58,0.258668
v285: 38,0.428576, 62,0.073815, 75,0.608044, 17,0.402711, 169,0.362909
v286: 126,0.403683, 17,0.700634, 13,0.561801, 264,0.189639, 107,0.261144
v287: 177,0.051383, 284,0.598665, 110,0.769757, 22,0.309017, 201,0.640758
v288: 159,0.227230, 5,0.048066, 90,0.850498, 107,0.320279, 255,0.926383
v289: 158,0.713052, 44,0.263074, 256,0.488749, 34,0.403848, 241,0.478260
v290: 7,0.112040, 203,0.052118, 167,0.944865, 111,0.340544, 15,0.527648
v291: 238,0.186319, 159,0.470221, 251,0.010968, 242,0.344156, 0,0.236380
v292: 85,0.837443, 14,0.907406, 10,0.775842, 0,0.568099, 284,0.039890
v293: 233,0.432054, 0,0.536324, 13,0.993207, 7,0.823189, 175,0.329369
v294: 233,0.701118, 6,0.684954, 70,0.022246, 134,0.892762, 238,0.654959
v295: 24,0.902487, 70,0.107390, 0,0.904122, 54,0.586555, 29,0.232072
v296: 14,0.433314, 72,0.710268, 135,0.480592, 166,0.309385, 222,0.832583
v297: 114,0.216781, 216,0.443116, 24,0.443719, 109,0.587390, 206,0.267687
v298: 43,0.014125, 132,0.404960, 136,0.160930, 193,0.753779, 291,0.763364
v299: 3,0.855385, 229,0.454729, 110,0.635536, 4,0.459648, 114,0.305905
v300: 153,0.350383, 9,0.882544, 149,0.919647, 106,0.513527, 202,0.847586
v301: 221,0.382054, 291,0.189426, 200,0.678209, 5,0.657358, 111,0.215349
v302: 76,0.363412, 74,0.869428, 1,0.468380, 12,0.060793, 5,0.744090
v303: 273,0.918017, 20,0.108438, 114,0.524802, 294,0.339670, 10,0.834728
v304: 199,0.272833, 130,0.506940, 281,0.140650, 282,0.910561, 49,0.799376
v305: 107,0.109702, 271,0.763682, 11,0.196084, 135,0.578283, 44,0.196192
v306: 12,0.392372, 11,0.603181, 14,0.661215, 7,0.034560, 155,0.844709
v307: 150,0.022277, 122,0.410390, 87,0.432729, 43,0.882892, 11,0.768465
v308: 133,0.596438, 3,0.328180, 160,0.715944, 26,0.866823, 9,0.695254
v309: 227,0.134037, 228,0.753288, 87,0.512015, 49,0.433808, 132,0.007934
v310: 140,0.342799, 14,0.428477, 113,0.416800, 120,0.164463, 212,0.132685
v311: 1,0.039677, 32,0.858644, 212,0.223787, 65,0.181567, 101,0.594054
v312: 44,0.267508, 175,0.002069, 134,0.771815, 21,0.896630, 110,0.664007
v313: 1,0.964373, 132,0.222935, 185,0.863733, 13,0.760602, 10,0.444898
v314: 101,0.397974, 17,0.740840, 15,0.297590, 229,0.596543, 156,0.091069
v315: 14,0.602723, 91,0.965647, 37,0.637470, 20,0.954264, 215,0.310008
v316: 3,0.311817, 26,0.711282, 78,0.523348, 108,0.917610, 257,0.271432
v317: 160,0.954609, 291,0.108675, 75,0.500581, 46,0.272971, 173,0.827192
v318: 61,0.622550, 59,0.198011, 12,0.969387, 96,0.481509, 37,0.717816
v319: 29,0.325274, 9,0.885434, 130,0.484444, 233,0.056460, 63,0.930086
v320: 248,0.955376, 50,0.006860, 0,0.300029, 20,0.579372, 111,0.507908
v321: 3,0.406029, 213,0.133365, 238,0.472782, 226,0.047226, 72,0.725083
v322: 295,0.474886, 136,0.416224, 106,0.481100, 311,0.847398, 60,0.220264
v323: 167,0.975318, 7,0.172885, 141,0.673262, 65,0.513572, 176,0.603809
v324: 238,0.220834, 1,0.553683, 286,0.747206, 196,0.291673, 7,0.146728
v325: 5,0.049454, 115,0.172695, 255,0.483594, 87,0.761863, 12,0.632327
v326: 56,0.524968, 119,0.135007, 71,0.054981, 272,0.070156, 165,0.115909
